FechaPublicacion,Etapa,FechaInicio,FechaFin,Caso,NombreCaso,CodigoAreaOperativa,AportesProyectados,AnioEstudio,MesEstudio
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,21190064.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,39930756.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,328064.53125,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,144918192.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,77364520.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,241709680.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,344354.84375,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,82821848.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,1394516.125,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1372587.375,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,39930756.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,12500745.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,31345742.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,241638704.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0012,1394516.125,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,16458639.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,83334672.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,12500745.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,12651113.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,15819697.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,15819697.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,78187096.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,12651113.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,1523903.25,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,21645874.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,344354.84375,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1259288.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,16458639.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,1523903.25,2022,3
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,12034784.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,20525110.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,89377416.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,86481376.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,47611728.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,47577244.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,31739242.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,19506478.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1166213.5,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,29552520.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1391050.25,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,19506478.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,143929744.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,19164712.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,12113158.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,207258064.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,2605193.5,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0012,2605193.5,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,85883160.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,475032.25,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,501193.5625,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,12113158.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,214258064.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,7673788.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,501193.5625,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,12034784.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,47611728.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,19164712.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,8274577.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,47577244.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,2779290.25,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,2779290.25,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,475032.25,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,89483872.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,19654026.0,2022,11
2023-10-09,29,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,148411168.0,2022,11
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,255709680.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,12759229.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,420935.46875,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,395612.90625,2023,4
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,19556180.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,232458064.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,45344532.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1502663.75,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,20957496.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,151873936.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,13507403.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,19556180.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,30316648.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,575774.1875,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,3216483.75,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,3624193.5,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,86352440.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,21577538.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,3624193.5,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,8144308.5,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,12169577.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,85498880.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,46033176.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,45344532.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,575774.1875,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,416645.15625,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,20147520.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,416645.15625,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,12169577.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,9465548.0,2022,5
2023-10-09,35,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,13507403.0,2022,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,78890320.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,160298352.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,289003.21875,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,9681679.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,11737245.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,34004904.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,257651616.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1570769.5,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1468997.5,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,23682968.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,18259690.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,317080.65625,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,9854262.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,11994135.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,1798161.25,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,92187872.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,18259690.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,37735064.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,161850480.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,1806774.25,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,37550356.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,37735064.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,317080.65625,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0012,1798161.25,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,289003.21875,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,19075300.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,92515736.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,11737245.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,11994135.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,19075300.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,259774192.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,23904880.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,1806774.25,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,33276782.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,80509680.0,2023,5
2023-10-10,23,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,37550356.0,2023,5
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,328064.53125,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,39723984.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,146770640.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,39723984.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,8301104.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,31743506.0,2022,3
2023-10-10,37,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,8674197.0,2022,3
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,151133232.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,18413946.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,280854.84375,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,248606448.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1450906.5,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,280854.84375,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,17183054.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,40669672.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,32803960.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,377838.71875,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,40669672.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,21173632.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,18413946.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,85468208.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,146018480.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,17183054.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,10710635.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,10165375.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,377838.71875,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0012,1513096.75,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,1650064.5,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,22557196.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,1650064.5,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,84955168.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,8852916.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,40468560.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,77532256.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,8125713.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,40468560.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,10710635.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,79216128.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,30629178.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,238400000.0,2022,1
2023-10-09,39,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1134892.375,2022,1
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,333580.65625,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,19676378.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,343516.125,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,19937654.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,47927316.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,88992744.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,3039096.75,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,47927316.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0012,3039096.75,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,235732256.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,18471726.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,10704052.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,21113252.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,33243294.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,19937654.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,87793552.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,30508392.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,10704052.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,3358387.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,85932256.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,11140416.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,154853040.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,9392388.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1157071.25,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,47540612.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,148571968.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1436105.5,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,18471726.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,89667928.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,3358387.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,11140416.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,47540612.0,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,8237332.5,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,333580.65625,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,343516.125,2022,10
2023-10-09,30,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,243845168.0,2022,10
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,38719880.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Promedio,Are0056,24413422.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,12964044.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,92775792.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1401640.625,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,2346709.75,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,85416128.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,19453010.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,24525888.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,19123974.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,34306812.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,163163264.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,33874372.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,254922576.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Promedio,Are0012,9704826.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Promedio,Are0012,10038015.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0012,2219967.75,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,19453010.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,2346709.75,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0056,12964044.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1516709.875,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,12759229.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,38764656.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,2219967.75,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,92408640.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,38764656.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,395612.90625,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,19123974.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,84922584.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,420935.46875,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,161803008.0,2023,4
2023-10-10,24,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0002,38719880.0,2023,4
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Promedio,Are0010,152017488.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Promedio,Are0056,20824260.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0012,3454838.75,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Promedio,Are0002,87346480.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0010,211987104.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Promedio,Are0128,32993102.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Promedio,Are0002,86790240.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0002,48260652.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0010,94670968.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0012,3454838.75,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Promedio,Are0127,1113919.125,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0056,12234890.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Promedio,Are0127,1469160.625,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0127,293548.375,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0128,21187070.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0128,19687206.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0127,426548.375,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0002,47917620.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Promedio,Are0128,30083408.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0010,94303224.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0056,12234890.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0128,21187070.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 5,Are0056,12404877.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0127,426548.375,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0010,219335488.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 95,Are0127,293548.375,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Promedio,Are0010,145227552.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Autonomo,Percentil 95,Are0002,48260652.0,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0012,3296774.25,2022,8
2023-10-09,32,2025-03-01,2025-03-31,Coordinado,Percentil 5,Are0128,19687206.0,2022,8
